Timestamp,Author,Message
2024-07-17 20:14:28.062000+00:00,Coink,A meeting to consider a bipartisan privacy bill just crumbled : https://www.theverge.com/2024/6/27/24187313/house-energy-commerce-committee-cancels-apra-privacy-bill-markup
2024-07-17 20:14:32.323000+00:00,Coink,Here are some recommendations based on discussion 1 :
2024-07-17 20:14:32.575000+00:00,Coink,Dr Disrespect finally shares why he was banned from Twitch : https://www.theverge.com/2024/6/25/24185821/dr-disrespect-twitch-ban-explanation-inappropriate-messages
2024-07-17 20:14:32.850000+00:00,Coink,The Real Reason Will Smith Broke Twitch’s Biggest Streaming Record : https://www.wired.com/story/will-smith-twitch-streaming-record/
2024-07-17 20:14:34.284000+00:00,Coink,Here are some recommendations based on discussion 2 :
2024-07-17 20:14:34.583000+00:00,Coink,Medien: MDR geht gegen Die Linke wegen Wahlplakat vor : https://www.zeit.de/news/2024-07/04/mdr-geht-gegen-die-linke-wegen-wahlplakat-vor
2024-07-17 20:14:34.837000+00:00,Coink,Ministerium zieht erste positive Bilanz zu Drogenscannern : https://www.heise.de/news/Ministerium-zieht-erste-positive-Bilanz-zu-Drogenscannern-9792692.html
2024-07-17 20:14:35.163000+00:00,Coink,Netflix aussi veut son parc d’attractions : https://www.journaldugeek.com/2024/06/20/netflix-aussi-veut-son-parc-dattractions/
2024-07-17 20:14:39.634000+00:00,Coink,Mobilité bancaire : changer d’établissement n’a jamais été aussi simple : https://www.journaldugeek.com/2024/07/01/mobilite-bancaire-changer-detablissement-na-jamais-ete-aussi-simple/
2024-07-17 20:14:42.907000+00:00,Coink,Here are some recommendations based on discussion 3 :
2024-07-17 20:14:43.138000+00:00,Coink,The Morning After: The biggest announcements from Nintendo Direct : https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_34b6b24a-08dd-4ee2-ad85-a3c15258d929
2024-07-17 20:14:43.406000+00:00,Coink,The $11 Billion Marketplace Enabling the Crypto Scam Economy : https://www.wired.com/story/pig-butchering-scam-crypto-huione-guarantee/
2024-07-17 20:14:43.682000+00:00,Coink,[DEBUG] Analysis done !
2024-07-17 20:14:47.703000+00:00,bahsiik,pq il parle allemand
2024-07-17 20:14:58.061000+00:00,nimajjj,il analyse que les conversations de ce channel
2024-07-17 20:15:11.880000+00:00,nimajjj,et jai mis pleins de merde
2024-07-17 20:15:36.644000+00:00,nimajjj,et je viens de capter qu il analyse les discussions en commencant par les plus anciennes
2024-07-17 20:15:48.558000+00:00,nimajjj,merci pour le debug 🙂
2024-07-17 20:16:31.864000+00:00,nimajjj,"```
Timestamp,Author,Message
2024-07-17 18:23:11.279000+00:00,bahsiik,<@691596314235895878>
2024-07-17 18:23:19.142000+00:00,bahsiik,T'as aussi le prbm avec channel.send?
2024-07-17 18:23:28.482000+00:00,bahsiik,Qui envoie pas le message?
2024-07-17 18:23:30.137000+00:00,nimajjj,Non
2024-07-17 18:23:33.159000+00:00,bahsiik,Ok
2024-07-17 18:23:34.848000+00:00,bahsiik,👍
2024-07-17 18:23:36.950000+00:00,nimajjj,Mdr
2024-07-17 18:23:41.868000+00:00,nimajjj,Sorry
2024-07-17 18:23:47.677000+00:00,bahsiik,Mdrr tqt
2024-07-17 18:23:54.181000+00:00,nimajjj,Ca n’a jamais buggé chez koi
2024-07-17 18:23:58.193000+00:00,nimajjj,moi*
2024-07-17 18:24:09.010000+00:00,bahsiik,Ptn moi tout marchait et depuis 14h il marche py
2024-07-17 18:24:10.103000+00:00,bahsiik,Pu
2024-07-17 18:24:14.895000+00:00,nimajjj,Le plus probable c’est que ta variable channel soit vide
2024-07-17 18:24:26.041000+00:00,bahsiik,Nn je le print avant ya
2024-07-17 18:24:47.617000+00:00,nimajjj,Bah bon courage mdr je sais pas quoi te dire
2024-07-17 18:24:56.509000+00:00,bahsiik,Jvais trouver une alternative
```"
2024-07-17 20:16:48.528000+00:00,nimajjj,il propose des aarticles par rapport a cette conversation ...
2024-07-17 20:17:06.617000+00:00,Coink,[DEBUG] Mannualy checking twitch user connection ...
2024-07-17 20:17:08.119000+00:00,Coink,Shisheyu is now live on Twitch! Check out the stream at https://twitch.tv/Shisheyu
2024-07-17 20:17:08.508000+00:00,Coink,[DEBUG] Twitch verification done !
2024-07-17 20:17:14.122000+00:00,Coink,[DEBUG] Manually running discussions analysis and recommendations ...
