Timestamp,Author,Message
2024-07-17 20:29:53.230000+00:00,nimajjj,/ft2
2024-07-17 20:33:03.256000+00:00,nimajjj,/ft2-propose-activities
2024-07-17 20:34:11.451000+00:00,nimajjj,/ft2-propose-activities
2024-07-17 20:34:14.345000+00:00,nimajjj,NTM
2024-07-17 20:35:29.113000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:35:29.518000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:35:41.496000+00:00,nimajjj,VOILA VA NIQUER TA MERE DISCORD
2024-07-17 20:35:47.940000+00:00,bahsiik,pas cool
2024-07-17 20:35:53.013000+00:00,bahsiik,😦
2024-07-17 20:36:03.268000+00:00,nimajjj,mais dou tu suis mon channel toi ptdr
2024-07-17 20:36:17.152000+00:00,nimajjj,au fait essai de redemarrer ton client discord
2024-07-17 20:36:19.005000+00:00,bahsiik,mdrrr bah tu fais une notif de message
2024-07-17 20:36:26.364000+00:00,nimajjj,ca vient de regler un bug que j ai depuis 1h
2024-07-17 20:36:34.062000+00:00,nimajjj,ptdr mais tu les laisses activer
2024-07-17 20:36:41.759000+00:00,bahsiik,nnn mais pas notif notif
2024-07-17 20:36:45.435000+00:00,bahsiik,genre ça
2024-07-17 20:36:54.196000+00:00,bahsiik,
2024-07-17 20:36:57.207000+00:00,nimajjj,oh
2024-07-17 20:37:10.606000+00:00,bahsiik,j'ai rien mute sur le serv pour ça
2024-07-17 20:37:12.753000+00:00,bahsiik,que mudae
2024-07-17 20:37:14.654000+00:00,bahsiik,pcq bon
2024-07-17 20:37:24.810000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:37:50.570000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:37:50.965000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:38:20.303000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:38:21.291000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:40:54.113000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:40:54.546000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:42:03.098000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:42:03.679000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:42:25.793000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:42:26.190000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:42:51.787000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:42:52.174000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:43:36.511000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:43:37.022000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:44:07.932000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:44:08.397000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:45:27.132000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:45:27.403000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:45:54.558000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:45:54.906000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:46:48.640000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:46:48.984000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:47:36.982000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:47:37.672000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:48:15.145000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:49:43.703000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:51:45.415000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:53:21.496000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:53:34.920000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:53:57.161000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:54:03.834000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:54:21.467000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:54:27.499000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:54:40.817000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:54:47.112000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:55:12.184000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:55:13.030000+00:00,Coink,"Proposed activity on 2024-07-17. Available members: Olivier, Ben, Pierre"
2024-07-17 20:55:14.377000+00:00,Coink,"Proposed activity on 2024-07-17. Available members: Olivier, Ben, Pierre"
2024-07-17 20:55:15.376000+00:00,Coink,"Proposed activity on 2024-07-18. Available members: Olivier, Ben, Pierre"
2024-07-17 20:55:16.870000+00:00,Coink,"Proposed activity on 2024-07-16. Available members: Olivier, Ben, Pierre"
2024-07-17 20:55:18.684000+00:00,Coink,"Proposed activity on 2024-07-18. Available members: Olivier, Ben, Pierre"
2024-07-17 20:55:19.808000+00:00,Coink,"Proposed activity on 2024-07-16. Available members: Olivier, Ben, Pierre"
2024-07-17 20:55:20.355000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:59:05.722000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:59:11.162000+00:00,Coink,"Proposed activity on 2024-07-17. Available members: Olivier, Ben, Pierre"
2024-07-17 20:59:12.881000+00:00,Coink,"Proposed activity on 2024-07-17. Available members: Olivier, Ben, Pierre"
2024-07-17 20:59:13.871000+00:00,Coink,"Proposed activity on 2024-07-18. Available members: Olivier, Ben, Pierre"
2024-07-17 20:59:15.659000+00:00,Coink,"Proposed activity on 2024-07-16. Available members: Olivier, Ben, Pierre"
2024-07-17 20:59:17.834000+00:00,Coink,"Proposed activity on 2024-07-18. Available members: Olivier, Ben, Pierre"
2024-07-17 20:59:19.226000+00:00,Coink,"Proposed activity on 2024-07-16. Available members: Olivier, Ben, Pierre"
2024-07-17 20:59:19.760000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 20:59:47.653000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 20:59:48.763000+00:00,Coink,"Proposed activity on 2024-07-17. Available members: Olivier, Ben, Pierre"
2024-07-17 20:59:49.928000+00:00,Coink,"Proposed activity on 2024-07-17. Available members: Olivier, Ben, Pierre"
2024-07-17 20:59:51.780000+00:00,Coink,"Proposed activity on 2024-07-18. Available members: Olivier, Ben, Pierre"
2024-07-17 20:59:53.042000+00:00,Coink,"Proposed activity on 2024-07-16. Available members: Olivier, Ben, Pierre"
2024-07-17 20:59:54.705000+00:00,Coink,"Proposed activity on 2024-07-18. Available members: Olivier, Ben, Pierre"
2024-07-17 21:02:22.947000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 21:02:29.890000+00:00,Coink,"Proposed activity on 2024-07-17 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:02:31.855000+00:00,Coink,"Proposed activity on 2024-07-17 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:02:32.786000+00:00,Coink,"Proposed activity on 2024-07-18 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:02:34.931000+00:00,Coink,"Proposed activity on 2024-07-16 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:02:37.050000+00:00,Coink,"Proposed activity on 2024-07-18 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:02:38.348000+00:00,Coink,"Proposed activity on 2024-07-16 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:02:40.637000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 21:03:06.794000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 21:03:07.689000+00:00,Coink,"Proposed activity on 2024-07-17 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:03:09.049000+00:00,Coink,"Proposed activity on 2024-07-17 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:03:09.821000+00:00,Coink,"Proposed activity on 2024-07-18 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:03:11.854000+00:00,Coink,"Proposed activity on 2024-07-16 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:03:13.454000+00:00,Coink,"Proposed activity on 2024-07-18 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:03:14.808000+00:00,Coink,"Proposed activity on 2024-07-16 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:03:15.340000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 21:03:36.511000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 21:03:37.455000+00:00,Coink,"Proposed activity on 2024-07-17 morning (2024-07-17 06:30:00+00:00). Available members: Olivier, Ben, Pierre"
2024-07-17 21:03:40.299000+00:00,Coink,"Proposed activity on 2024-07-17 morning (2024-07-17 11:30:00+00:00). Available members: Olivier, Ben, Pierre"
2024-07-17 21:03:41.098000+00:00,Coink,"Proposed activity on 2024-07-18 morning (2024-07-18 11:30:00+00:00). Available members: Olivier, Ben, Pierre"
2024-07-17 21:03:42.545000+00:00,Coink,"Proposed activity on 2024-07-16 morning (2024-07-16 06:30:00+00:00). Available members: Olivier, Ben, Pierre"
2024-07-17 21:03:44.131000+00:00,Coink,"Proposed activity on 2024-07-18 morning (2024-07-18 06:30:00+00:00). Available members: Olivier, Ben, Pierre"
2024-07-17 21:03:45.338000+00:00,Coink,"Proposed activity on 2024-07-16 morning (2024-07-16 11:30:00+00:00). Available members: Olivier, Ben, Pierre"
2024-07-17 21:03:45.907000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 21:04:04.320000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 21:04:05.246000+00:00,Coink,"Proposed activity on 2024-07-17 morning (2024-07-17 06:30:00+00:00). Available members: Olivier, Ben, Pierre"
2024-07-17 21:04:06.623000+00:00,Coink,"Proposed activity on 2024-07-17 afternoon (2024-07-17 11:30:00+00:00). Available members: Olivier, Ben, Pierre"
2024-07-17 21:04:07.451000+00:00,Coink,"Proposed activity on 2024-07-18 afternoon (2024-07-18 11:30:00+00:00). Available members: Olivier, Ben, Pierre"
2024-07-17 21:04:08.741000+00:00,Coink,"Proposed activity on 2024-07-16 morning (2024-07-16 06:30:00+00:00). Available members: Olivier, Ben, Pierre"
2024-07-17 21:04:10.635000+00:00,Coink,"Proposed activity on 2024-07-18 morning (2024-07-18 06:30:00+00:00). Available members: Olivier, Ben, Pierre"
2024-07-17 21:04:11.811000+00:00,Coink,"Proposed activity on 2024-07-16 afternoon (2024-07-16 11:30:00+00:00). Available members: Olivier, Ben, Pierre"
2024-07-17 21:04:12.656000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 21:04:55.206000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 21:04:56.155000+00:00,Coink,"Proposed activity on 2024-07-17 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:04:57.544000+00:00,Coink,"Proposed activity on 2024-07-17 afternoon. Available members: Olivier, Ben, Pierre"
2024-07-17 21:04:58.429000+00:00,Coink,"Proposed activity on 2024-07-18 afternoon. Available members: Olivier, Ben, Pierre"
2024-07-17 21:04:59.652000+00:00,Coink,"Proposed activity on 2024-07-16 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:05:01.338000+00:00,Coink,"Proposed activity on 2024-07-18 morning. Available members: Olivier, Ben, Pierre"
2024-07-17 21:05:02.985000+00:00,Coink,"Proposed activity on 2024-07-16 afternoon. Available members: Olivier, Ben, Pierre"
2024-07-17 21:05:03.586000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 21:05:13.547000+00:00,nimajjj,sd
2024-07-17 21:11:42.650000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 21:12:25.359000+00:00,nimajjj,asd
2024-07-17 21:12:27.127000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 21:12:35.486000+00:00,Coink,"Proposed activity on 2024-07-16 morning. Available members: Olivier, Ben, Pierre Activities: Picnic, Cinema, Platobar"
2024-07-17 21:12:35.773000+00:00,Coink,"Proposed activity on 2024-07-16 morning. Available members: Olivier, Ben, Pierre Activities: Picnic, Cinema, Platobar"
2024-07-17 21:12:35.897000+00:00,Coink,"Proposed activity on 2024-07-17 morning. Available members: Olivier, Ben, Pierre Activities: Picnic, Cinema, Platobar"
2024-07-17 21:12:36.228000+00:00,Coink,"Proposed activity on 2024-07-17 morning. Available members: Olivier, Ben, Pierre Activities: Picnic, Cinema, Platobar"
2024-07-17 21:12:36.559000+00:00,Coink,"Proposed activity on 2024-07-18 morning. Available members: Olivier, Ben, Pierre Activities: Picnic, Cinema, Platobar"
2024-07-17 21:12:36.743000+00:00,Coink,"Proposed activity on 2024-07-18 morning. Available members: Olivier, Ben, Pierre Activities: Picnic, Cinema, Platobar"
2024-07-17 21:12:37.066000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 21:13:21.819000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 21:13:27.982000+00:00,Coink,"Proposed activity on 2024-07-16 afternoon.
Available members: Olivier, Ben, Pierre
Activities: Picnic, Cinema, Platobar"
2024-07-17 21:13:28.355000+00:00,Coink,"Proposed activity on 2024-07-16 morning.
Available members: Olivier, Ben, Pierre
Activities: Picnic, Cinema, Platobar"
2024-07-17 21:13:28.598000+00:00,Coink,"Proposed activity on 2024-07-17 afternoon.
Available members: Olivier, Ben, Pierre
Activities: Picnic, Cinema, Platobar"
2024-07-17 21:13:28.961000+00:00,Coink,"Proposed activity on 2024-07-17 morning.
Available members: Olivier, Ben, Pierre
Activities: Picnic, Cinema, Platobar"
2024-07-17 21:13:29.560000+00:00,Coink,"Proposed activity on 2024-07-18 afternoon.
Available members: Olivier, Ben, Pierre
Activities: Picnic, Cinema, Platobar"
2024-07-17 21:13:29.759000+00:00,Coink,"Proposed activity on 2024-07-18 morning.
Available members: Olivier, Ben, Pierre
Activities: Picnic, Cinema, Platobar"
2024-07-17 21:13:30.053000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 21:15:22.186000+00:00,bahsiik,un ptit trouple la
2024-07-17 21:15:57.104000+00:00,nimajjj,mdr
2024-07-17 21:15:58.518000+00:00,nimajjj,
2024-07-17 21:16:18.862000+00:00,nimajjj,jai juste copie colle mon emploi du temps 3 fois et je l ai renome
2024-07-17 21:16:25.818000+00:00,nimajjj,on sera toujours dispo tous les 3 ensemble
2024-07-17 21:16:47.581000+00:00,nimajjj,❤️
2024-07-17 21:17:52.416000+00:00,bahsiik,GAY ATITUDE
2024-07-17 21:17:59.960000+00:00,bahsiik,j'essaye de trigger tes gif
2024-07-17 21:18:20.882000+00:00,bahsiik,ALLER LES GIF JE SUIS HYPER CONTENT
2024-07-17 21:20:35.361000+00:00,nimajjj,je les ai desactive
2024-07-17 21:20:36.998000+00:00,nimajjj,ptdr
2024-07-17 21:20:39.407000+00:00,nimajjj,bien essaye
2024-07-17 21:20:50.591000+00:00,bahsiik,jme disais
2024-07-17 21:20:54.639000+00:00,bahsiik,pit filou
2024-07-17 21:22:49.907000+00:00,nimajjj,❤️
2024-07-17 21:35:24.950000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 21:35:38.465000+00:00,Coink,"# Proposed activity on `2024-07-16 afternoon`.
## Available members: Olivier, Ben, Pierre
## Activities: Faire du canoë, Participer à un marché local, Faire du tricot ou du crochet"
2024-07-17 21:35:38.738000+00:00,Coink,"# Proposed activity on `2024-07-16 morning`.
## Available members: Olivier, Ben, Pierre
## Activities: Apprendre la photographie, Faire du kayak, Jouer à Red Dead Redemption"
2024-07-17 21:35:39.018000+00:00,Coink,"# Proposed activity on `2024-07-17 afternoon`.
## Available members: Olivier, Ben, Pierre
## Activities: Faire une chasse au trésor, Faire du kayak, Faire de la natation"
2024-07-17 21:35:39.332000+00:00,Coink,"# Proposed activity on `2024-07-17 morning`.
## Available members: Olivier, Ben, Pierre
## Activities: Participer à un marché local, Écouter un podcast, Apprendre à faire du maquillage artistique"
2024-07-17 21:35:39.621000+00:00,Coink,"# Proposed activity on `2024-07-18 afternoon`.
## Available members: Olivier, Ben, Pierre
## Activities: Jouer à Grand Theft Auto, Faire de la voile, Aller à une randonnée guidée"
2024-07-17 21:35:39.847000+00:00,Coink,"# Proposed activity on `2024-07-18 morning`.
## Available members: Olivier, Ben, Pierre
## Activities: Jouer à Animal Crossing, Faire de la planche à voile, Jouer à World of Warcraft"
2024-07-17 21:35:40.109000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 21:38:31.484000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 21:38:48.754000+00:00,Coink,"### Proposed activity on `2024-07-16 afternoon`
### Available members:
- Olivier
- Ben
- Pierre
### Activities:
- Faire de la randonnée- Aller à un concert- Faire des mots croisés"
2024-07-17 21:38:49.020000+00:00,Coink,"### Proposed activity on `2024-07-16 morning`
### Available members:
- Olivier
- Ben
- Pierre
### Activities:
- Participer à un marché local- Jouer à The Legend of Zelda- Jouer à Rocket League"
2024-07-17 21:38:49.265000+00:00,Coink,"### Proposed activity on `2024-07-17 afternoon`
### Available members:
- Olivier
- Ben
- Pierre
### Activities:
- Faire de l'équitation- Participer à un marché local- Apprendre une nouvelle langue"
2024-07-17 21:38:49.461000+00:00,Coink,"### Proposed activity on `2024-07-17 morning`
### Available members:
- Olivier
- Ben
- Pierre
### Activities:
- Jouer à Valorant- Faire un marathon de séries télé- Faire de la natation"
2024-07-17 21:38:49.763000+00:00,Coink,"### Proposed activity on `2024-07-18 afternoon`
### Available members:
- Olivier
- Ben
- Pierre
### Activities:
- Apprendre une nouvelle recette- Jouer à Red Dead Redemption- Aller à la plage"
2024-07-17 21:38:50.005000+00:00,Coink,"### Proposed activity on `2024-07-18 morning`
### Available members:
- Olivier
- Ben
- Pierre
### Activities:
- Jouer à Among Us- Aller à la plage- Faire de la méditation"
2024-07-17 21:38:50.236000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 21:39:13.938000+00:00,Coink,[DEBUG] Looking for fun activities ...
2024-07-17 21:39:20.399000+00:00,Coink,"### Proposed activity on `2024-07-16 afternoon`
### Available members:
- Olivier
- Ben
- Pierre
### Activities:
- Faire de la danse
- Faire un puzzle
- Apprendre la photographie"
2024-07-17 21:39:20.692000+00:00,Coink,"### Proposed activity on `2024-07-16 morning`
### Available members:
- Olivier
- Ben
- Pierre
### Activities:
- Jouer à des jeux de rôles
- Jouer à Assassin's Creed
- Apprendre une nouvelle recette"
2024-07-17 21:39:20.977000+00:00,Coink,"### Proposed activity on `2024-07-17 afternoon`
### Available members:
- Olivier
- Ben
- Pierre
### Activities:
- Aller pêcher
- Créer un album photo
- Faire du yoga"
2024-07-17 21:39:21.135000+00:00,Coink,"### Proposed activity on `2024-07-17 morning`
### Available members:
- Olivier
- Ben
- Pierre
### Activities:
- Aller à un concert
- Faire du tricot ou du crochet
- Apprendre à coder"
2024-07-17 21:39:21.365000+00:00,Coink,"### Proposed activity on `2024-07-18 afternoon`
### Available members:
- Olivier
- Ben
- Pierre
### Activities:
- Participer à une course de charité
- Jouer à Fortnite
- Aller à un parc d'attractions"
2024-07-17 21:39:21.729000+00:00,Coink,"### Proposed activity on `2024-07-18 morning`
### Available members:
- Olivier
- Ben
- Pierre
### Activities:
- Écrire dans un journal
- Faire des jeux vidéo en réalité virtuelle
- Cuisiner des pâtisseries"
2024-07-17 21:39:22.021000+00:00,Coink,[DEBUG] Activities found !
2024-07-17 21:42:11.830000+00:00,nimajjj,wouuuuuhouuuuuu
2024-07-17 21:42:17.379000+00:00,nimajjj,features 1 a 4 ok
2024-07-17 21:42:20.178000+00:00,nimajjj,nsm
2024-07-17 21:42:22.165000+00:00,nimajjj,😄
